"wrkstat","wrkslf","wrkgovt","occ10","indus10","age","educ","sex","race","year","parsol","joblose","jobfind","satjob","satfin","coninc","conrinc","prestg10","prestg105plus","dwelown"
5,2,NA,7330,3490,65,14,1,1,1990,NA,NA,NA,NA,1,15089,NA,38,37,1
5,2,NA,5700,8190,65,12,2,1,1990,NA,NA,NA,NA,2,25148,NA,47,55,1
1,2,NA,4600,9290,19,10,2,1,1990,NA,4,2,2,1,671,671,35,28,2
7,2,NA,5700,2490,56,12,2,1,1990,NA,NA,NA,1,1,36883,NA,47,55,NA
7,2,NA,8800,2490,64,11,2,1,1990,NA,NA,NA,1,2,25148,NA,24,12,1
1,1,NA,2340,7890,34,18,1,1,1990,NA,4,1,1,1,25148,25148,38,32,3
7,2,NA,8800,2380,63,12,2,1,1990,NA,NA,NA,2,1,15089,15089,24,12,1
7,NA,NA,NA,NA,54,10,2,1,1990,NA,NA,NA,3,2,36883,NA,NA,NA,1
6,2,NA,4720,5290,20,13,1,1,1990,NA,NA,NA,NA,2,115822,4694,28,16,1
1,2,NA,230,7860,36,14,2,1,1990,NA,4,2,1,1,115822,36883,59,80,1
1,2,NA,3258,8190,43,18,2,1,1990,NA,4,1,1,1,73766,50295,72,97,1
1,2,NA,3255,8190,43,16,2,1,1990,NA,4,1,1,1,115822,50295,64,87,1
6,2,NA,3600,8190,22,15,2,1,1990,NA,NA,NA,NA,2,115822,6035,48,50,1
1,1,NA,220,770,34,12,1,1,1990,NA,4,1,3,2,50295,50295,53,75,2
6,2,NA,4050,8680,19,11,2,3,1990,NA,NA,NA,NA,1,31854,671,21,11,1
7,1,NA,4230,9290,38,12,2,1,1990,NA,NA,NA,2,3,50295,671,25,14,1
7,2,NA,4850,4470,29,12,2,1,1990,NA,NA,NA,1,2,60354,36883,45,55,1
1,2,NA,4710,6990,37,18,1,2,1990,NA,4,2,2,1,60354,60354,48,58,1
1,2,NA,710,7390,35,17,2,1,1990,NA,NA,NA,1,1,43589,43589,51,72,NA
1,2,NA,5510,6380,34,12,2,1,1990,NA,3,1,1,1,73766,15089,29,18,1
2,2,NA,2200,7870,28,16,2,1,1990,NA,NA,NA,2,1,73766,4694,74,94,NA
1,2,NA,3255,8190,36,18,2,1,1990,NA,3,1,1,1,NA,NA,64,87,1
1,2,NA,1006,7380,24,15,1,1,1990,NA,3,3,1,2,115822,12071,65,90,1
1,2,NA,4850,2670,35,16,1,1,1990,NA,NA,NA,1,1,115822,60354,45,55,NA
1,1,NA,2630,7370,55,9,2,1,1990,NA,NA,NA,1,3,NA,NA,46,56,NA
7,2,NA,4230,8660,31,11,2,2,1990,NA,NA,NA,2,3,25148,NA,25,14,NA
5,2,NA,8040,2670,59,12,1,2,1990,NA,NA,NA,NA,3,10059,NA,32,23,2
7,2,NA,4520,8980,56,12,2,2,1990,NA,NA,NA,1,2,18442,NA,30,24,NA
1,2,NA,4510,8980,30,12,2,2,1990,NA,3,1,1,2,60354,60354,36,27,2
1,2,NA,6520,770,23,12,1,2,1990,NA,NA,NA,1,2,50295,25148,35,29,NA
5,2,NA,8965,2670,63,10,1,2,1990,NA,NA,NA,NA,2,28501,25148,35,28,NA
1,2,NA,8965,7870,31,11,1,2,1990,NA,NA,NA,3,3,36883,18442,35,28,NA
5,1,NA,1300,7290,78,8,1,1,1990,NA,NA,NA,NA,2,18442,NA,73,92,NA
1,1,NA,4700,5370,42,13,2,1,1990,NA,4,1,1,1,115822,12071,38,39,1
2,2,NA,1965,8190,28,17,2,1,1990,NA,4,1,1,2,73766,12071,43,46,1
7,2,NA,3600,8190,87,14,2,1,1990,NA,NA,NA,NA,1,25148,NA,48,50,1
1,1,NA,4850,3980,42,13,1,1,1990,NA,NA,NA,1,3,43589,28501,45,55,NA
1,2,NA,3740,9470,38,12,2,1,1990,NA,4,2,3,3,73766,2682,59,80,1
2,1,NA,2840,7390,36,16,2,1,1990,NA,4,1,1,1,115822,50295,55,67,1
1,2,NA,220,8680,46,18,1,2,1990,NA,4,2,1,2,115822,60354,53,75,1
1,1,NA,4920,770,30,16,1,1,1990,NA,NA,NA,1,1,73766,73766,49,69,NA
1,2,NA,9130,8680,35,12,1,1,1990,NA,4,3,3,2,60354,18442,35,29,1
1,2,NA,135,8190,33,16,2,1,1990,NA,4,1,2,2,115822,36883,54,70,1
1,2,NA,2000,7860,45,17,1,1,1990,NA,3,3,2,2,50295,50295,51,64,1
1,1,NA,4810,6990,37,16,1,1,1990,NA,4,1,2,3,60354,NA,47,61,1
2,1,NA,4810,6990,35,15,1,1,1990,NA,3,1,2,3,115822,50295,47,61,1
1,2,NA,8965,3190,29,12,2,3,1990,NA,3,2,2,3,NA,21795,35,28,1
1,2,NA,9130,6170,33,12,1,1,1990,NA,4,2,2,2,28501,25148,35,29,1
1,2,NA,2600,6480,42,13,1,1,1990,NA,NA,NA,2,3,60354,31854,46,66,NA
1,2,NA,4710,4585,58,16,1,1,1990,NA,3,3,2,1,115822,118255,48,58,1
5,2,NA,7750,3570,62,7,1,1,1990,NA,NA,NA,NA,1,25148,NA,35,26,1
1,2,NA,8800,1790,37,9,2,1,1990,NA,NA,NA,1,3,15089,7377,24,12,NA
1,2,NA,4720,8680,18,11,2,3,1990,NA,1,1,2,3,NA,NA,28,16,1
1,2,NA,850,6970,41,18,1,1,1990,NA,3,3,1,1,115822,118255,63,84,1
6,NA,NA,NA,NA,22,14,1,1,1990,NA,NA,NA,NA,1,115822,NA,NA,NA,NA
1,NA,NA,540,6990,31,14,1,1,1990,NA,4,2,2,1,73766,36883,46,53,2
1,1,NA,4230,9290,43,12,2,1,1990,NA,NA,NA,1,3,115822,18442,25,14,NA
1,2,NA,5700,7870,30,15,2,2,1990,NA,4,2,2,3,50295,21795,47,55,2
1,1,NA,4700,5490,45,16,1,1,1990,NA,NA,NA,1,3,31854,7377,38,39,NA
1,2,NA,3160,8190,30,15,2,1,1990,NA,3,1,2,2,50295,12071,65,91,2
1,2,NA,6220,770,38,12,1,2,1990,NA,NA,NA,2,2,NA,NA,39,36,NA
1,2,NA,3255,8190,43,14,1,1,1990,NA,NA,NA,1,2,43589,43589,64,87,NA
7,2,NA,4030,9590,53,9,2,3,1990,NA,NA,NA,4,3,NA,NA,21,9,NA
1,2,NA,5400,8190,56,14,2,3,1990,NA,3,1,1,1,36883,36883,38,29,1
5,2,NA,7330,3570,73,11,1,1,1990,NA,NA,NA,NA,1,25148,NA,38,37,NA
1,1,NA,60,7790,49,16,1,1,1990,NA,NA,NA,1,1,115822,118255,52,72,NA
1,2,NA,7000,4970,44,13,1,1,1990,NA,4,3,1,2,115822,NA,43,43,1
1,1,NA,4760,5570,64,13,2,1,1990,NA,4,1,2,2,115822,18442,31,18,1
1,2,NA,5100,7590,30,8,2,1,1990,NA,4,2,1,3,25148,2682,24,9,2
7,2,NA,5700,7580,58,11,2,1,1990,NA,NA,NA,1,1,36883,NA,47,55,1
5,2,NA,4220,7860,74,7,2,1,1990,NA,NA,NA,NA,3,18442,NA,24,15,1
1,2,NA,4850,1890,42,12,2,1,1990,NA,3,2,1,2,21795,21795,45,55,2
5,2,NA,5600,2390,71,9,1,1,1990,NA,NA,NA,NA,1,36883,NA,40,39,NA
5,2,NA,9120,6180,66,8,2,1,1990,NA,NA,NA,NA,3,2682,NA,35,27,1
1,2,NA,5700,6290,48,12,2,1,1990,NA,NA,NA,3,3,73766,28501,47,55,NA
1,2,NA,9130,6170,64,8,1,1,1990,NA,4,3,2,3,115822,43589,35,29,1
1,2,NA,8965,3570,36,14,1,1,1990,NA,3,3,2,2,60354,43589,35,28,1
1,2,NA,430,9160,50,18,2,1,1990,NA,NA,NA,1,1,115822,60354,39,42,NA
2,2,NA,4940,7590,41,12,2,1,1990,NA,4,3,1,1,NA,NA,18,8,1
2,2,NA,5700,5190,29,11,2,1,1990,NA,4,3,1,2,28501,671,47,55,2
1,2,NA,7700,7790,35,13,1,1,1990,NA,3,2,2,2,31854,28501,50,62,1
1,2,NA,2145,6990,32,14,2,1,1990,NA,4,3,1,2,50295,31854,52,64,2
1,2,NA,5540,6370,37,14,2,2,1990,NA,NA,NA,3,2,36883,36883,45,46,NA
2,2,NA,800,7280,30,15,2,1,1990,NA,3,1,2,2,25148,15089,60,85,1
5,2,NA,8930,1880,81,8,2,1,1990,NA,NA,NA,NA,1,31854,NA,32,21,2
7,2,NA,800,2270,25,14,2,1,1990,NA,NA,NA,1,3,60354,NA,60,85,NA
1,2,NA,8030,2870,62,9,1,1,1990,NA,4,3,2,2,60354,43589,40,37,1
1,2,NA,5260,4580,58,12,2,1,1990,NA,4,3,1,2,25148,25148,36,26,1
1,2,NA,1060,2290,41,15,1,1,1990,NA,4,3,2,2,73766,73766,57,80,1
1,2,NA,2010,8370,45,16,2,1,1990,NA,3,3,2,1,50295,50295,54,68,1
2,2,NA,3255,7970,29,16,2,1,1990,NA,4,1,2,2,60354,21795,64,87,1
5,2,NA,800,6680,87,16,1,1,1990,NA,NA,NA,NA,1,NA,NA,60,85,1
1,2,NA,3255,8190,37,12,2,1,1990,NA,4,2,2,1,73766,31854,64,87,1
2,2,NA,5700,5070,32,13,2,1,1990,NA,NA,NA,2,2,115822,18442,47,55,NA
2,2,NA,230,8470,31,16,2,1,1990,NA,4,1,3,2,50295,15089,59,80,1
1,2,NA,3060,7870,65,20,1,1,1990,NA,4,1,2,1,115822,118255,80,95,1
1,2,NA,5700,9390,43,12,2,1,1990,NA,4,3,2,2,115822,31854,47,55,1
2,2,NA,5400,7980,28,12,2,1,1990,NA,3,2,2,2,NA,NA,38,29,1
1,1,NA,4700,5680,69,13,1,1,1990,NA,NA,NA,3,3,25148,25148,38,39,NA
1,2,NA,5700,9370,48,12,2,1,1990,NA,3,3,1,2,NA,50295,47,55,1
1,2,NA,5700,9370,28,14,2,1,1990,NA,4,3,2,1,73766,36883,47,55,1
7,NA,NA,NA,NA,32,12,2,1,1990,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1,2,NA,5000,9380,41,11,2,1,1990,NA,NA,NA,2,1,115822,36883,46,54,NA
1,2,NA,5120,6990,22,12,2,1,1990,NA,4,1,2,2,60354,28501,45,48,1
1,2,NA,20,6170,35,14,1,1,1990,NA,NA,NA,1,1,73766,43589,50,65,NA
5,2,NA,5700,4470,78,12,2,1,1990,NA,NA,NA,NA,1,50295,NA,47,55,1
1,2,NA,3600,8170,62,12,2,1,1990,NA,NA,NA,2,3,12071,12071,48,50,NA
2,1,NA,4920,7070,78,12,1,1,1990,NA,4,2,1,1,43589,8718,49,69,1
1,2,NA,NA,NA,29,16,1,1,1990,NA,4,2,2,1,NA,NA,NA,NA,1
6,NA,NA,NA,NA,22,15,1,1,1990,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
5,2,NA,1430,3180,65,12,1,1,1990,NA,NA,NA,NA,1,43589,NA,63,91,1
5,2,NA,3255,7860,61,15,2,1,1990,NA,NA,NA,NA,1,NA,NA,64,87,1
1,2,NA,7340,8370,41,15,1,1,1990,NA,NA,NA,2,2,28501,28501,44,50,NA
1,2,NA,5820,7580,33,16,2,1,1990,NA,1,2,4,3,31854,21795,37,29,2
7,2,NA,8750,2890,65,11,2,1,1990,NA,NA,NA,2,2,7377,NA,42,48,2
7,2,NA,4720,4880,21,15,2,2,1990,NA,NA,NA,4,3,15089,NA,28,16,2
7,NA,NA,NA,NA,23,10,2,2,1990,NA,NA,NA,2,2,10059,NA,NA,NA,2
7,NA,NA,NA,NA,43,14,2,1,1990,NA,NA,NA,2,1,NA,NA,NA,NA,1
4,2,NA,8140,3570,36,12,1,1,1990,NA,NA,NA,2,3,36883,25148,38,35,2
2,2,NA,1550,3370,47,12,1,1,1990,NA,3,3,2,2,73766,31854,50,63,1
5,2,NA,8420,1470,75,7,2,1,1990,NA,NA,NA,NA,2,NA,NA,25,10,1
1,2,NA,2320,7860,45,18,1,1,1990,NA,4,2,2,2,50295,43589,64,91,1
1,2,NA,2430,7860,46,18,2,1,1990,NA,4,3,1,2,73766,50295,55,73,1
1,2,NA,3655,8390,24,16,2,1,1990,NA,4,3,3,1,18442,18442,49,54,1
1,2,NA,5120,6990,28,14,2,1,1990,NA,NA,NA,1,3,115822,31854,45,48,NA
1,2,NA,110,3170,35,14,2,1,1990,NA,3,1,1,2,73766,73766,60,83,2
2,2,NA,600,3190,63,12,1,1,1990,NA,NA,NA,2,2,50295,50295,32,22,NA
1,2,NA,5810,1680,22,14,2,2,1990,NA,4,2,2,2,36883,18442,37,29,2
4,2,NA,8220,2970,49,12,2,2,1990,NA,NA,NA,2,3,36883,36883,44,47,2
7,2,NA,4200,7690,66,8,2,2,1990,NA,NA,NA,NA,2,28501,NA,37,29,NA
1,2,NA,140,3570,40,12,1,2,1990,NA,4,3,4,3,43589,21795,50,62,2
7,NA,NA,NA,NA,27,10,2,1,1990,NA,NA,NA,1,3,8718,NA,NA,NA,2
2,2,NA,5850,NA,44,9,2,1,1990,NA,4,3,3,3,43589,NA,32,21,2
1,2,NA,5000,5790,38,16,1,1,1990,NA,4,2,2,2,60354,43589,46,54,1
7,2,NA,5810,6990,67,12,2,1,1990,NA,NA,NA,NA,1,73766,NA,37,29,1
1,2,NA,800,5380,40,16,1,1,1990,NA,4,2,1,3,43589,36883,60,85,1
1,1,NA,7740,7770,56,16,1,1,1990,NA,3,1,1,2,36883,36883,34,29,1
1,2,NA,3400,8190,27,14,2,1,1990,NA,4,1,1,2,115822,50295,62,88,2
5,2,NA,6440,770,74,2,1,1,1990,NA,NA,NA,NA,2,21795,NA,43,50,1
1,2,NA,2310,7860,49,17,2,1,1990,NA,3,3,1,2,73766,60354,61,85,1
1,1,NA,4700,5470,86,16,1,1,1990,NA,NA,NA,2,2,43589,43589,38,39,NA
1,2,NA,4620,8660,28,17,2,1,1990,NA,4,3,2,2,21795,21795,35,28,1
1,1,NA,4800,3980,31,16,2,1,1990,NA,4,2,1,1,115822,NA,38,36,1
1,2,NA,9130,6380,51,12,1,1,1990,NA,3,3,2,2,NA,NA,35,29,1
1,2,NA,800,7280,27,16,1,1,1990,NA,4,1,1,1,43589,43589,60,85,2
5,1,NA,4700,4970,77,12,2,1,1990,NA,NA,NA,NA,2,NA,NA,38,39,NA
2,2,NA,800,9590,42,14,2,1,1990,NA,NA,NA,2,1,115822,15089,60,85,NA
1,2,NA,6440,770,34,12,1,1,1990,NA,3,1,3,3,43589,21795,43,50,1
5,2,NA,5700,3580,73,12,2,1,1990,NA,NA,NA,NA,2,21795,NA,47,55,NA
5,2,NA,7700,1990,53,14,1,1,1990,NA,NA,NA,NA,2,73766,NA,50,62,2
1,1,NA,9130,4790,38,12,1,1,1990,NA,4,1,2,2,36883,21795,35,29,2
1,2,NA,5540,6370,26,12,2,1,1990,NA,4,3,3,2,73766,31854,45,46,2
1,2,NA,5700,9590,22,12,2,1,1990,NA,4,1,2,2,73766,21795,47,55,1
7,NA,NA,NA,NA,52,14,2,2,1990,NA,NA,NA,NA,2,NA,NA,NA,NA,2
7,2,NA,4230,8660,66,12,2,2,1990,NA,NA,NA,3,3,12071,NA,25,14,NA
7,2,NA,4760,5790,47,12,2,2,1990,NA,NA,NA,NA,3,15089,NA,31,18,2
1,2,NA,2540,8470,33,14,1,2,1990,NA,4,3,1,3,21795,21795,48,50,1
1,2,NA,4400,8590,28,11,1,1,1990,NA,3,3,3,2,43589,43589,23,10,1
6,2,NA,4110,8680,19,11,2,1,1990,NA,NA,NA,NA,2,NA,NA,31,16,3
3,2,NA,4400,8590,30,12,1,1,1990,NA,4,2,2,3,50295,36883,23,10,1
1,2,NA,2860,8660,37,17,1,1,1990,NA,2,3,1,2,73766,73766,56,76,1
1,1,NA,1300,7290,47,14,1,1,1990,NA,4,3,3,2,115822,118255,73,92,1
1,2,NA,4300,8590,36,14,1,1,1990,NA,4,2,3,2,115822,43589,29,15,1
1,2,NA,50,8870,60,14,1,1,1990,NA,4,3,2,2,43589,43589,53,73,1
2,2,NA,4220,8590,67,9,1,1,1990,NA,1,1,1,3,2682,2682,24,15,2
5,2,NA,6050,170,66,16,1,1,1990,NA,NA,NA,NA,1,4694,NA,27,18,2
5,2,NA,8420,1480,83,6,2,1,1990,NA,NA,NA,NA,1,10059,NA,25,10,NA
5,2,NA,8420,1470,84,8,2,1,1990,NA,NA,NA,NA,2,6035,NA,25,10,NA
5,2,NA,9640,1280,64,11,2,1,1990,NA,NA,NA,NA,3,4694,NA,22,13,2
7,2,NA,8140,3090,71,10,2,1,1990,NA,NA,NA,NA,2,21795,NA,38,35,2
1,2,NA,6320,770,63,6,1,1,1990,NA,4,3,1,1,50295,31854,42,45,1
1,2,NA,230,7880,60,15,1,1,1990,NA,3,3,2,1,115822,NA,59,80,NA
1,1,NA,800,770,33,16,2,1,1990,NA,NA,NA,1,1,115822,36883,60,85,NA
1,1,NA,3060,7970,44,20,1,1,1990,NA,NA,NA,1,2,115822,118255,80,95,NA
1,2,NA,5700,3960,34,14,2,1,1990,NA,NA,NA,1,1,115822,7377,47,55,NA
1,2,NA,800,6990,40,18,1,1,1990,NA,4,3,1,1,115822,118255,60,85,1
1,2,NA,5550,6370,38,14,1,1,1990,NA,4,3,1,1,36883,36883,45,51,2
1,2,NA,310,8680,36,14,2,1,1990,NA,NA,NA,2,2,50295,18442,39,40,NA
1,2,NA,7020,6680,30,13,1,1,1990,NA,3,2,1,2,43589,43589,38,33,2
5,NA,NA,NA,NA,73,6,1,1,1990,NA,NA,NA,NA,1,21795,NA,NA,NA,NA
1,2,NA,3500,8270,36,16,2,1,1990,NA,4,3,3,3,15089,15089,69,88,2
2,2,NA,3600,8270,38,14,2,2,1990,NA,NA,NA,3,3,8718,8718,48,50,NA
5,2,NA,3255,8190,78,15,2,2,1990,NA,NA,NA,NA,3,NA,NA,64,87,1
6,NA,NA,NA,NA,18,12,1,2,1990,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2,2,NA,4600,9290,34,12,2,2,1990,NA,NA,NA,2,2,6035,NA,35,28,NA
7,2,NA,5900,4170,28,13,2,2,1990,NA,NA,NA,2,2,NA,NA,29,20,NA
6,2,NA,9830,9690,43,16,1,2,1990,NA,NA,NA,NA,2,NA,NA,62,76,1
1,1,NA,2630,7370,74,17,1,1,1990,NA,3,3,1,2,36883,28501,46,56,1
7,2,NA,5700,6870,77,12,2,1,1990,NA,NA,NA,NA,2,NA,NA,47,55,1
5,2,NA,4050,4980,62,12,2,1,1990,NA,NA,NA,NA,2,NA,NA,21,11,1
2,2,NA,4720,5070,19,12,2,1,1990,NA,NA,NA,3,1,60354,4694,28,16,NA
5,2,NA,1410,3890,67,14,1,1,1990,NA,NA,NA,NA,2,36883,NA,73,94,1
1,2,NA,3255,8190,36,15,2,1,1990,NA,NA,NA,1,2,73766,31854,64,87,NA
5,2,NA,8150,3490,66,12,1,1,1990,NA,NA,NA,NA,1,21795,NA,41,31,NA
1,2,NA,7200,8770,25,12,1,1,1990,NA,4,1,2,1,31854,21795,45,50,1
2,2,NA,3255,8190,31,16,2,1,1990,NA,NA,NA,3,3,50295,28501,64,87,NA
2,2,NA,4020,7860,60,8,2,1,1990,NA,4,3,2,2,25148,21795,33,24,1
1,2,NA,4710,1880,47,12,1,1,1990,NA,NA,NA,1,1,50295,50295,48,58,NA
1,2,NA,4110,8590,25,12,2,1,1990,NA,4,1,1,2,18442,18442,31,16,2
2,1,NA,2025,9170,24,12,1,1,1990,NA,4,2,2,2,28501,NA,56,74,2
1,2,NA,7210,7770,29,13,1,1,1990,NA,4,1,1,2,43589,21795,42,43,2
1,2,NA,3420,8190,33,14,2,1,1990,NA,4,3,1,3,18442,18442,55,74,1
4,2,NA,5620,3080,55,9,1,1,1990,NA,NA,NA,2,3,50295,15089,25,12,1
1,2,NA,7720,3680,21,11,2,1,1990,NA,NA,NA,2,3,36883,15089,27,12,NA
2,2,NA,4110,8680,33,11,2,1,1990,NA,NA,NA,1,2,6035,6035,31,16,NA
1,2,NA,4110,8680,22,12,2,1,1990,NA,NA,NA,1,2,73766,4694,31,16,NA
1,2,NA,9130,6170,52,12,1,1,1990,NA,NA,NA,1,1,43589,36883,35,29,NA
2,2,NA,5120,690,37,15,2,1,1990,NA,4,3,1,1,115822,21795,45,48,1
1,1,NA,50,6680,40,16,1,1,1990,NA,4,1,1,2,115822,118255,53,73,1
7,2,NA,5700,4470,74,13,2,1,1990,NA,NA,NA,1,1,43589,NA,47,55,1
1,2,NA,1430,1990,47,16,1,1,1990,NA,4,2,1,3,115822,60354,63,91,1
7,2,NA,5700,8560,40,12,2,1,1990,NA,NA,NA,NA,1,115822,NA,47,55,NA
1,2,NA,3600,8190,33,12,2,1,1990,NA,4,1,1,1,115822,25148,48,50,1
7,2,NA,735,3990,35,18,2,1,1990,NA,NA,NA,NA,2,60354,NA,57,79,NA
7,2,NA,2600,1990,65,12,2,1,1990,NA,NA,NA,NA,1,50295,NA,46,66,NA
1,2,NA,2200,7870,54,0,1,1,1990,NA,4,1,1,2,115822,118255,74,94,1
7,2,NA,5700,7070,85,14,2,1,1990,NA,NA,NA,NA,1,NA,NA,47,55,1
2,2,NA,5810,2670,37,14,2,1,1990,NA,NA,NA,1,2,60354,15089,37,29,NA
1,2,NA,9830,9590,29,19,2,1,1990,NA,NA,NA,1,2,43589,18442,62,76,NA
5,2,NA,8256,1990,76,12,2,1,1990,NA,NA,NA,NA,1,10059,NA,29,19,2
5,2,NA,3030,8190,88,16,2,1,1990,NA,NA,NA,NA,2,7377,NA,55,65,2
2,2,NA,4020,8580,59,12,2,1,1990,NA,NA,3,3,1,73766,2682,33,24,1
1,2,NA,1460,9590,33,17,1,1,1990,NA,NA,NA,2,1,50295,50295,70,94,NA
7,2,NA,4760,5380,89,12,2,1,1990,NA,NA,NA,NA,1,7377,NA,31,18,1
1,2,NA,5700,3570,54,12,1,1,1990,NA,4,3,2,2,60354,50295,47,55,1
1,2,NA,120,6380,41,16,2,1,1990,NA,4,2,1,1,115822,60354,53,65,1
1,2,NA,2200,7870,59,12,1,1,1990,NA,NA,NA,1,2,73766,43589,74,94,NA
7,2,NA,2010,9480,70,16,2,1,1990,NA,NA,NA,NA,1,28501,NA,54,68,1
5,2,NA,1840,7860,77,19,1,2,1990,NA,NA,NA,NA,2,115822,NA,56,85,1
5,2,NA,5700,6970,65,14,2,1,1990,NA,NA,NA,NA,2,115822,NA,47,55,1
5,2,NA,2310,7860,79,17,2,2,1990,NA,NA,NA,NA,2,73766,NA,61,85,1
8,NA,NA,NA,NA,80,12,2,1,1990,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7,NA,NA,NA,NA,49,8,2,1,1990,NA,NA,NA,NA,2,21795,NA,NA,NA,NA
7,NA,NA,NA,NA,88,8,2,1,1990,NA,NA,NA,NA,3,15089,NA,NA,NA,2
2,1,NA,2340,7890,74,17,2,1,1990,NA,4,1,1,2,NA,NA,38,32,2
7,2,NA,5860,9170,68,12,2,1,1990,NA,NA,NA,1,3,12071,NA,32,26,NA
3,2,NA,9130,6170,36,13,1,1,1990,NA,NA,NA,1,2,25148,NA,35,29,NA
1,2,NA,410,7070,44,14,2,1,1990,NA,4,1,1,3,25148,21795,41,44,1
3,2,NA,4710,4370,36,13,1,1,1990,NA,NA,1,1,2,50295,31854,48,58,1
1,2,NA,5530,580,44,12,2,1,1990,NA,4,3,1,1,43589,43589,42,41,1
7,NA,NA,NA,NA,68,12,2,1,1990,NA,NA,NA,NA,3,21795,NA,NA,NA,NA
1,1,NA,4230,9290,33,12,2,1,1990,NA,NA,NA,1,3,60354,21795,25,14,NA
1,2,NA,6260,770,54,12,1,1,1990,NA,NA,NA,2,2,50295,31854,28,23,NA
1,2,NA,4250,7770,35,14,1,1,1990,NA,2,1,2,3,21795,21795,37,33,1
7,2,NA,4230,9290,40,12,2,1,1990,NA,NA,NA,1,2,NA,NA,25,14,2
1,2,NA,430,1990,27,14,1,1,1990,NA,4,1,1,1,50295,50295,39,42,1
1,2,NA,430,6990,38,16,2,1,1990,NA,NA,NA,1,3,50295,36883,39,42,NA
1,1,NA,4240,7690,53,12,1,1,1990,NA,NA,NA,2,1,50295,28501,35,33,NA
5,2,NA,2320,7860,70,18,2,1,1990,NA,NA,NA,NA,1,36883,4694,64,91,NA
1,2,NA,2320,7860,44,19,2,1,1990,NA,4,2,1,1,115822,31854,64,91,1
1,2,NA,7700,1070,32,12,1,1,1990,NA,4,3,2,2,50295,36883,50,62,NA
1,1,NA,2600,8560,61,12,2,1,1990,NA,NA,NA,1,2,60354,4694,46,66,NA
1,2,NA,5310,8190,27,12,2,1,1990,NA,4,1,1,2,60354,21795,50,65,1
2,1,NA,4760,4090,26,12,2,1,1990,NA,NA,NA,1,1,115822,671,31,18,NA
1,2,NA,3820,9480,24,12,1,1,1990,NA,3,3,2,3,15089,15089,58,81,1
1,2,NA,5610,6390,33,13,1,1,1990,NA,4,3,1,2,21795,21795,35,27,2
1,2,NA,5560,6370,26,15,2,1,1990,NA,4,3,2,1,43589,43589,38,35,1
1,2,NA,5940,9470,47,12,2,2,1990,NA,NA,NA,1,3,36883,36883,17,6,NA
5,2,NA,5630,5380,69,14,1,2,1990,NA,NA,NA,NA,2,15089,NA,34,26,1
1,2,NA,5000,6680,52,12,2,2,1990,NA,3,3,1,1,115822,50295,46,54,1
5,2,NA,5860,9590,63,12,2,2,1990,NA,NA,NA,NA,1,36883,NA,32,26,1
2,2,NA,940,7280,68,12,2,1,1990,NA,NA,NA,1,2,50295,2682,52,61,NA
1,1,NA,205,180,29,11,1,1,1990,NA,2,2,3,3,25148,18442,46,58,3
2,2,NA,5550,6370,50,12,2,1,1990,NA,4,3,2,2,28501,8718,45,51,3
2,1,NA,7800,1190,64,11,2,1,1990,NA,NA,NA,1,1,15089,4694,45,49,NA
6,NA,NA,NA,NA,19,12,2,1,1990,NA,NA,NA,NA,3,73766,NA,NA,NA,1
1,2,NA,140,1280,36,14,1,1,1990,NA,4,3,1,2,60354,60354,50,62,1
1,2,NA,4700,5580,41,12,2,1,1990,NA,4,3,1,1,50295,21795,38,39,1
1,1,NA,205,180,32,12,1,1,1990,NA,4,3,1,1,31854,31854,46,58,2
2,1,NA,4920,7070,37,16,2,1,1990,NA,4,1,1,1,115822,118255,49,69,1
2,2,NA,4110,8680,25,15,1,1,1990,NA,4,1,2,2,25148,8718,31,16,2
2,2,NA,2720,7890,20,12,2,1,1990,NA,NA,NA,1,1,50295,4694,65,80,NA
2,2,NA,6050,180,22,14,1,1,1990,NA,4,2,1,1,50295,18442,27,18,2
6,2,NA,4760,5170,20,14,2,1,1990,NA,NA,NA,NA,1,115822,2682,31,18,2
2,2,NA,4760,5790,20,14,2,1,1990,NA,NA,NA,2,1,115822,2682,31,18,NA
2,2,NA,4760,5370,21,14,2,1,1990,NA,4,1,3,3,115822,6035,31,18,2
6,2,NA,2540,7860,21,15,2,1,1990,NA,NA,NA,NA,1,NA,2682,48,50,1
1,2,NA,6260,770,23,12,1,1,1990,NA,NA,NA,1,2,36883,18442,28,23,NA
2,2,NA,5900,3190,55,12,2,1,1990,NA,4,2,2,2,NA,NA,29,20,1
1,2,NA,8740,2370,36,11,2,1,1990,NA,4,3,1,2,50295,28501,39,38,1
1,2,NA,8320,3570,37,14,1,2,1990,NA,2,2,1,2,36883,36883,32,22,2
5,2,NA,8740,3890,73,9,1,1,1990,NA,NA,NA,NA,1,NA,NA,39,38,1
1,2,NA,9130,6170,31,11,1,1,1990,NA,4,1,1,3,25148,15089,35,29,2
2,2,NA,3320,8190,36,14,2,1,1990,NA,NA,NA,1,2,115822,21795,59,79,NA
1,2,NA,6260,770,24,12,1,1,1990,NA,4,2,1,1,43589,25148,28,23,2
6,2,NA,4220,7690,21,11,1,1,1990,NA,NA,NA,NA,2,73766,671,24,15,1
